timestamp,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,cur_ax,cur_ay,cur_az,not_use,not_use,cur_yaw,des_yaw,des_pos_x,des_pos_y,des_pos_z,des_vel_x,des_vel_y,des_vel_z,des_acc_x,des_acc_y,des_acc_z
1719654825593094505,1.05437,0.0183173,1.93724,1.3702,-0.000187005,0.0614169,0.815088,-0.0226239,0.0875286,0,0,-0.0638364,0.0407089,1.06425,0.0178656,1.98672,1.35499,-2.71908e-05,-0.00776672,0.817406,-0.019158,0.017562
1719654825613100706,1.08193,0.0183088,1.93847,1.38602,-0.000666605,0.0582599,0.737721,-0.0241747,-0.742518,0,0,-0.0686191,0.0740635,1.09151,0.0178615,1.98657,1.37132,-0.000372033,-0.00745058,0.815628,-0.0153247,0.014083
1719654825633095388,1.1098,0.0182905,1.93946,1.40052,-0.00116762,0.0411459,0.726888,-0.0261242,-0.786996,0,0,-0.0695608,0.0818821,1.1191,0.0178513,1.98642,1.38761,-0.000640123,-0.00720218,0.813825,-0.0114828,0.010787
1719654825652975846,1.13796,0.0182618,1.94014,1.41522,-0.0017066,0.0282539,0.746233,-0.0276529,-0.46517,0,0,-0.063417,0.0876444,1.14702,0.0178364,1.98628,1.40384,-0.00083666,-0.00699151,0.808977,-0.00816254,0.0102911
1719654825673111248,1.16641,0.0182222,1.94063,1.43022,-0.00225722,0.0208356,0.750475,-0.0269664,-0.318718,0,0,-0.0492413,0.0936571,1.17526,0.0178183,1.98614,1.41997,-0.000966296,-0.0067901,0.804215,-0.00479302,0.00986054
1719654825693115426,1.19517,0.0181718,1.94098,1.44513,-0.00276814,0.0142115,0.740758,-0.0237752,-0.348449,0,0,-0.0280163,0.0941225,1.20382,0.0177982,1.98601,1.43601,-0.00102806,-0.00659666,0.799539,-0.00137558,0.00949422
1719654825713046295,1.22422,0.018112,1.94119,1.45984,-0.00319455,0.00664053,0.730169,-0.0185766,-0.404176,0,0,-0.00193252,0.105937,1.23269,0.0177779,1.98588,1.45193,-0.000972107,-0.00638951,0.79244,0.00694642,0.0112148
1719654825733016904,1.25356,0.0180448,1.94124,1.4744,-0.00350178,-0.00132263,0.729522,-0.0119758,-0.353857,0,0,0.0261549,0.123551,1.26189,0.0177604,1.98575,1.46771,-0.000751181,-0.00614831,0.785514,0.0151218,0.0128997
1719654825753040531,1.28319,0.0179729,1.94116,1.48907,-0.00366591,-0.00696193,0.739488,-0.00428154,-0.183027,0,0,0.0535228,0.1361,1.2914,0.0177491,1.98563,1.48336,-0.000350629,-0.00589466,0.779416,0.0249116,0.0124758
1719654825773100914,1.31312,0.0178993,1.94099,1.50397,-0.00366696,-0.00877856,0.750617,0.00429073,0.000548159,0,0,0.0783054,0.171275,1.32123,0.0177477,1.98551,1.49889,0.000244414,-0.00564885,0.773436,0.034571,0.0121147
1719654825793081366,1.34335,0.0178274,1.94083,1.51905,-0.00349093,-0.00747799,0.755606,0.0133612,0.112959,0,0,0.0995543,0.172145,1.35136,0.0177601,1.9854,1.5143,0.00103135,-0.00540966,0.767573,0.0441009,0.0118153
1719654825814987288,1.37388,0.0177609,1.9407,1.53418,-0.00313034,-0.00443585,0.756888,0.0227466,0.186983,0,0,0.117408,0.185954,1.3818,0.0177906,1.9853,1.52955,0.0020699,-0.0051639,0.758238,0.0597078,0.0127629
